rank,artist,track,scrobbles,lyrics,has_lyrics,lyrics_length,lyrics_word_count,lyrics_cache_path,tracks_fetched_at,compiled_at
478,The Prodigy,Smack My Bitch Up,16,"Like this
Change my pitch up
Smack my bitch up
Change my pitch up
Smack my bitch up
Like this
Change my pitch up
Smack my bitch up
Change my pitch up
Smack my bitch up
Like this
Like this
Like this
Smack my bitch up
Like this
Like this
Smack my bitch up
Like this
Like this
Change my pitch up
Smack my bitch up
Change my pitch up
Smack my bitch up
Like this",True,357,76,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/prodigy_the/smack_my_bitch_up.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.018592
479,The White Stripes,Ball and Biscuit,16,"It's quite possible that I'm your third man, girl
But it's a fact that I'm the seventh son
It's quite possible that I'm your third man, girl
But it's a fact that I'm the seventh son
And right now, you could care less about me
But soon enough, you will care by the time I'm done

Let's have a ball and a biscuit, sugar
And take our sweet little time about it
Let's have a ball, girl
And take our sweet little time about it
Tell everybody in the place to just get out
We'll get clean together
And I'll ...",True,1462,297,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/white_stripes_the/ball_and_biscuit.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.018723
480,TOO MANY ZOOZ,Brasshouse Vol 7 No 68,16,,False,0,0,,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.018753
481,TV Tunesters,House of Cards (Main Title Theme),16,,False,0,0,,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.018781
482,Tycho,Weather,16,,False,0,0,,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.018805
483,Van Halen,Outta Love Again,16,"Whha
Ooh, woman now, woman now, silly games you play, yeah
Ow, dealin' with your troubles drove me away, yeah

Well-a, sayin' that you're leavin'
I don't wanna hear that talk
Stare at disbelief in me
When I just up and walk

Outta love (Outta love) again
(Outta love) Ow, once again
Ahhhh…

Ooh, lover now, lover now, treat me like a fool
(Didn't you? Didn't you?)
I mean you're doin' all you can to make me sad and blue, yeah
(Didn't you?)
Uh

Oh, well-a, sayin' you were leavin'
I don't wanna hear ...",True,950,179,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/van_halen/outta_love_again.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.018931
484,Van Halen,Why Can't This Be Love,16,"Oh, here it comes
That funny feeling again
Winding me up inside
Every time we touch
Hey, I don't know
Oh, tell me where to begin
'Cause I never ever
Felt so much
Hey

And I can't recall
Any love at all
Oh, baby, this blows 'em all away

It's got what it takes
So tell me why can't this be love?
Straight from my heart
Oh, tell me why can't this be love?

I tell myself
Hey, only fools rush in
Only time will tell if we stand the test of time
All I know
You've got to run to win
And I'll be damned if ...",True,963,205,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/van_halen/why_cant_this_be_love.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.019049
485,Weezer,Island in the Sun,16,"Hip, hip
Hip, hip
Hip, hip
Hip, hip

When you're on a holiday
You can't find the words to say
All the things that come to you
And I wanna feel it, too

On an island in the sun
We'll be playin' and havin' fun
And it makes me feel so fine
I can't control my brain

Hip, hip
Hip, hip

When you're on a golden sea
You don't need no memory
Just a place to call your own
As we drift into the zone

On an island in the sun
We'll be playin' and havin' fun
And it makes me feel so fine
I can't control my brai...",True,962,197,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/weezer/island_in_the_sun.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.019166
486,A Tribe Called Quest,Excursions,15,"Back in the days when I was a teenager
Before I had status and before I had a pager
You could find the Abstract listenin' to hip-hop
My pops used to say, it reminded him of Bebop
I said, ""Well, Daddy, don't you know that things go in cycles?
Way that Bobby Brown is just amping like Michael""
It's all expected, things are for the lookin'
If you got the money, Quest is for the bookin'
Come on everybody, let's get with the fly mode
Still got room on the truckload of black boom
Listen to the rhymes, ...",True,3999,768,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/tribe_called_quest_a/excursions.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.019310
487,Bebel Gilberto,Cada Beijo,15,"Até o anoitecer chegar
E nos envolver
Passando do azul pro azul escuro
Até o rosa iluminar você
Aqui distante eu vou chorar
Por nós dois
Hummm, cada beijo
Cada beijo bom
Hummm, que saudades
De te beijar
Hummm, cada beijo
Cada beijo bom
Hummm, cada beijo com sons
Agóra não tem mais azul nenhum
Sózinho fico com a lembrança sem côr
Hummm, cada beijo
Com um gosto bom
Hummm, cada beijo
Tem um tom
Hummm, cada beijo
Cada beijo bom
Hummm, cada beijo com som
Hummm, cada beijo
Cada beijo bom
Hummm, que sa...",True,1156,221,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/bebel_gilberto/cada_beijo.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.019437
488,Beck,Black Tambourine,15,"Black hearts in effigy
We sing a song that was hated
All dressed in rag and bones
Sharks smell the blood that I'm bleeding
I know there's something wrong
Might take a fire to kill it
Might take a hurricane
Don't know what life that I'm living

Oh-oh-oh-oh
Black tambourine
Oh-oh-oh-oh
Black tambourine

My baby run to me
She lives in broken down buildings
Can't pay the rent again
These spider webs are my home now
And when the sun is down
We'll shake and rattle our bodies
To keep it warm at night
M...",True,879,157,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/beck/black_tambourine.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.019562
489,Beck,Lost Cause,15,"Your sorry eyes, they cut through the bone
They make it hard to leave you alone
Leave you here wearing your wounds
Waving your guns at somebody new

Baby, you're a lost
Baby, you're a lost
Baby, you're a lost cause

There's too many people you used to know
They see you come and they see you go
They know your secrets and you know theirs
This town is crazy, nobody cares

Baby, you're a lost
Baby, you're a lost
Baby, you're a lost cause

I'm tired of fighting
I'm tired of fighting
Fighting for a lo...",True,812,157,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/beck/lost_cause.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.019694
490,Beck,Sunday Sun,15,"Haven't got a lot to learn
And my eyes, they stray again
Looking for a satellite
In the rays of Heaven again

There's no other ending
Sunday sun
Yesterdays are ending
Sunday sun

Jealous minds walk in a line
And their faces jade the strain
Stranded in infinity rooms
And they're safe from any harm

There's no other ending
Sunday sun
Yesterdays are ending
Sunday sun

There's no other ending
Sunday sun
Yesterdays are ending
Sunday sun
There's no other ending
Sunday sun
Yesterdays are ending
Sunday ...",True,503,88,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/beck/sunday_sun.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.019817
491,Daryl Hall & John Oates,I Can't Go For That (No Can Do),15,"Easy, ready, willin', overtime
Where does it stop?
Where do you dare me
To draw the line?
You've got the body
Now you want my soul
Don't even think about it
Say ""no go""

Yeah, I, I'll do anything
That you want me to
Yeah, I'll do almost anything
That you want me to, ooh
Yeah

But I can't go for that, no (No)
No can do
I can't go for that, no (No)
No can do
I can't go for that, no (No)
No can do
I can't go for that
Can't go for that
Can't go for that
Can't go for that

I can go for being twice as...",True,2644,620,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/daryl_hall_john_oates/i_cant_go_for_that_no_can_do.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.019965
492,Dave Brubeck,Take Five,15,,False,0,0,,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.019995
493,Death from Above 1979,Trainwreck 1979,15,"I was born on a highway in a train wreck
With a heart that was beatin' outta my chest
So now I follow it around the world; I can't keep up
If I don't get it soon, I know I'll bleed until I drop

'Cause I want it all
I can't get enough
'Cause I want it all
I can't get enough

There's a darkness and a hollow on the highway
Every cross on the roadside tells a story
So now I follow it around the world; I can't keep up
The story never ends as long as we have blood and guts

'Cause I want it all
I can...",True,1311,262,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/death_from_above_1979/trainwreck_1979.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.020125
494,Desert Sessions,Nenada,15,"Gde zhe mozhno mne prilech'
Shum ne budet tam
Svetlym obrazom sberech' tebja
Ne-ne-ne-nada
Te-te-te-be-ja
Ne-ne-ne-nada
Te-te-te-be-ja",True,134,17,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/desert_sessions/nenada.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.020244
495,Dom & Roland,Kinetic,15,,False,0,0,,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.020275
496,Fela Kuti,Question Jam Answer,15,"When question drop for mouth
Question go start to run
When answer drop for mouth
Answer run after am
When answer jam question for road
Another thing go shale-o
Another thing go shale-o
Another thing go shale-o
When question drop for mouth
Question go start to run
When answer drop for mouth
Answer run after am
When answer jam question for road
Another thing go shale-o

Why you mash my leg for ground?
You no see my leg for road?
Why you mash my leg for ground?
You no see my leg for road?
Question ...",True,1385,266,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/fela_kuti/question_jam_answer.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.020406
497,Gold Chains,I Come From San Francisco,15,"I come from San Francisco
Bringing beats to burn yo
Keep the faders pumping, pumping, yeah
All the girls they jump up in my face
Hear the bass kick
Like a roundhouse
Gold Chains, motherfucker, is knocking your lights out
Knock boots with your girl, all you do is step to school
Her properly, spread my hip-hop philosophy
Don't need money, just beats and love
As I school this mic, you know, you're the one I'm thinking of
Lovely girl, I've traveled round the world
You want to run with me? I got to c...",True,1601,296,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/gold_chains/i_come_from_san_francisco.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.020541
498,Hans Zimmer,Flight to LAPD,15,,False,0,0,,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.020569
499,Janet Jackson,That's the Way Love Goes,15,"Like a moth to a flame, burned by the fire
My love is blind, can't you see my desire?
That's the way love goes
That's the way love
That's the way love
That's the way love goes
Like a moth to a flame, burned by the fire (That's the way)
My love is blind, can't you see my desire? (That's the way)
Like a moth to a flame, burned by the fire (That's the way)
My love is blind, can't you see my desire?
That's the way love goes
Like a moth to a flame, burned by the fire
That's the way, that's the way
Th...",True,2556,512,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/janet_jackson/thats_the_way_love_goes.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.020691
500,Jimi Hendrix,Hey Joe,15,"Hey, Joe
Where you going with that gun in your hand?
Hey, Joe
I said, where you going with that gun in your hand?
I'm going down to shoot my old lady
You know, I caught her messing around with another man
I'm going down to shoot my old lady
You know, I caught her messing around with another man
Huh, and that ain't too cool

Hey, Joe
I heard you shot your woman down, you shot her down, now
Hey, Joe
I heard you shot your old lady down, you shot her down to the ground
Yeah
Yes, I did, I shot her
Yo...",True,1333,276,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/jimi_hendrix/hey_joe.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.020971
501,Joe Jackson,Steppin' Out,15,"Now, the mist across the window hides the lines
But nothing hides the colour of the lights that shine
Electricity so fine
Look and dry your eyes

We, so tired of all the darkness in our lives
With no more angry words to say, can come alive
Get into a car and drive
To the other side

Me, babe, steppin' out
Into the night, into the light
You, babe, steppin' out
Into the night, into the light

We are young but getting old before our time
We'll leave the TV and the radio behind
Don't you wonder what...",True,952,185,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/joe_jackson/steppin_out.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.021301
502,Johannes Linstead,Midnight Rhumba,15,,False,0,0,,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.021330
503,Justice,Waters of Nazareth,15,,False,0,0,,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.021354
504,M.I.A.,"Fire, Fire",15,"Growin' up, brewin' up
Guerrilla gettin' trained up
Look out, look out
From over the rooftop
Growin' up, brewin' up
Guerrilla gettin' trained up
Look out, look out
From over the rooftop
Competition coming up now
Load up, aim, fire, fire, pop
Competition coming up now
Load up, aim, fire, fire, pop

Row da boat straight to da ocean
Give him a run a run at his own game
Signal the plane an' I landed on the runway
A survivor, independent foreigner
First your beats had me running to the running man
Th...",True,2347,428,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/mia/fire_fire.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.021578
